C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\center_2020_04_05_16_39_19_869.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\left_2020_04_05_16_39_19_869.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\right_2020_04_05_16_39_19_869.jpg, 0, 0, 0, 6.322141
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\center_2020_04_05_16_39_20_064.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\left_2020_04_05_16_39_20_064.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\right_2020_04_05_16_39_20_064.jpg, 0, 0, 0, 6.195876
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\center_2020_04_05_16_39_20_238.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\left_2020_04_05_16_39_20_238.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\right_2020_04_05_16_39_20_238.jpg, 0, 0, 0, 6.084397
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\center_2020_04_05_16_39_20_412.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\left_2020_04_05_16_39_20_412.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\right_2020_04_05_16_39_20_412.jpg, 0, 0, 0, 5.974925
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\center_2020_04_05_16_39_20_585.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\left_2020_04_05_16_39_20_585.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\right_2020_04_05_16_39_20_585.jpg, 0.5136393, 0.5136393, 0, 6.726761
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\center_2020_04_05_16_39_20_728.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\left_2020_04_05_16_39_20_728.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\right_2020_04_05_16_39_20_728.jpg, 0.07478696, 0.9524917, 0, 8.406007
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\center_2020_04_05_16_39_20_872.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\left_2020_04_05_16_39_20_872.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\right_2020_04_05_16_39_20_872.jpg, 0, 1, 0, 9.969589
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\center_2020_04_05_16_39_21_042.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\left_2020_04_05_16_39_21_042.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\right_2020_04_05_16_39_21_042.jpg, 0.5025815, 1, 0, 11.65682
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\center_2020_04_05_16_39_21_217.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\left_2020_04_05_16_39_21_217.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\right_2020_04_05_16_39_21_217.jpg, 0, 1, 0, 13.45432
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\center_2020_04_05_16_39_21_420.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\left_2020_04_05_16_39_21_420.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\right_2020_04_05_16_39_21_420.jpg, 0, 1, 0, 14.91718
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\center_2020_04_05_16_39_21_532.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\left_2020_04_05_16_39_21_532.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\right_2020_04_05_16_39_21_532.jpg, 0.4997565, 1, 0, 16.54804
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\center_2020_04_05_16_39_21_666.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\left_2020_04_05_16_39_21_666.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\right_2020_04_05_16_39_21_666.jpg, 0.09089004, 1, 0, 18.10597
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\center_2020_04_05_16_39_21_801.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\left_2020_04_05_16_39_21_801.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\right_2020_04_05_16_39_21_801.jpg, 0, 1, 0, 19.3359
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\center_2020_04_05_16_39_21_935.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\left_2020_04_05_16_39_21_935.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\right_2020_04_05_16_39_21_935.jpg, 0.4047738, 1, 0, 20.48668
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\center_2020_04_05_16_39_22_070.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\left_2020_04_05_16_39_22_070.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\IMG\right_2020_04_05_16_39_22_070.jpg, 0.002617776, 1, 0, 21.92484
