C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\center_2020_04_05_16_35_34_721.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\left_2020_04_05_16_35_34_721.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\right_2020_04_05_16_35_34_721.jpg, 0, 0, 0, 7.819243E-05
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\center_2020_04_05_16_35_34_978.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\left_2020_04_05_16_35_34_978.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\right_2020_04_05_16_35_34_978.jpg, 0, 0, 0, 7.849132E-05
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\center_2020_04_05_16_35_35_112.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\left_2020_04_05_16_35_35_112.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\right_2020_04_05_16_35_35_112.jpg, 0, 0, 0, 8.427094E-05
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\center_2020_04_05_16_35_35_241.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\left_2020_04_05_16_35_35_241.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\right_2020_04_05_16_35_35_241.jpg, 0, 0.3644834, 0, 0.4798654
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\center_2020_04_05_16_35_35_368.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\left_2020_04_05_16_35_35_368.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\right_2020_04_05_16_35_35_368.jpg, -0.3907482, 0.7552316, 0, 1.707592
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\center_2020_04_05_16_35_35_473.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\left_2020_04_05_16_35_35_473.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\right_2020_04_05_16_35_35_473.jpg, -0.7158744, 1, 0, 2.79915
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\center_2020_04_05_16_35_35_598.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\left_2020_04_05_16_35_35_598.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\right_2020_04_05_16_35_35_598.jpg, -0.3433656, 1, 0, 4.210044
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\center_2020_04_05_16_35_35_701.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\left_2020_04_05_16_35_35_701.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\right_2020_04_05_16_35_35_701.jpg, -0.03852904, 1, 0, 5.596396
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\center_2020_04_05_16_35_35_851.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\left_2020_04_05_16_35_35_851.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\right_2020_04_05_16_35_35_851.jpg, -0.4942139, 1, 0, 7.143674
C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\center_2020_04_05_16_35_35_991.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\left_2020_04_05_16_35_35_991.jpg, C:\Users\Ashish\Downloads\simulator-windows-64\data\IMG\right_2020_04_05_16_35_35_991.jpg, -0.07916385, 1, 0, 8.717876
